病診区分,"
医療機関コード",医療機関名,都道府県コード,郵便番号,住所,構想区域コード,構想区域名,市町村コード,市町村名称,高度急性期機能の有無,急性期機能の有無,回復期機能の有無,慢性期機能の有無,科目,２．許可病床数・稼働病床数,,,,,,,,,救急医療の実施状況,,,,,職員数,,,,,,,,,,,,,,,,,,６．入院患者数の状況【平成29年7月1日～平成30年6月30日の1年間】,８．全身管理の状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,,,,,,,,９．疾患に応じたリハビリテーション・早期からのリハビリテーションの実施状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,10．長期療養患者の受入状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】
病院,4646010090,今村総合病院,46,〒890－0064,鹿児島県鹿児島市鴨池新町１１－２３,4601,鹿児島,46201,鹿児島県鹿児島市,〇,〇,〇,  ,"内科,呼吸器内科,眼科,皮膚科,脳神経外科,麻酔科,耳鼻咽喉科,外科,リハビリテーション科,精神科,放射線科,整形外科,病理診断科,小児科,産科,婦人科,口腔外科,糖尿病内科,消化器外科,消化器内科,人工透析,救急科,脳神経内科,循環器内科,泌尿器科,他",336,336,0,0,0,0,0,0,0,2742,326,4191,705,2239,90,8.6,338,7.2,3,0,56,2.2,45,0,18,0,13,0,20,0,48,4.1,9040,46,270,153,37,93,14,19,0,472,0
病院,4646010091,坂之上病院,46,〒891－0151,鹿児島県鹿児島市光山２丁目３１番７６号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"精神科,内科,脳神経内科",0,0,0,18,18,18,18,0,0,0,0,0,0,0,5,1.7,32,0.8,22,0,16,0.8,0,0,7,0,0,0,0,0,1,0.8,47,0,0,0,0,0,0,0,0,0,0
病院,4646010092,﨑元病院,46,〒892－0842,鹿児島県鹿児島市東千石町４番１３号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,神経内科,リハビリテーション科",40,40,0,0,0,0,0,0,0,*,*,*,*,*,2,1.8,14,0,6,0.5,3,0.7,2,0,1,0,1,0,0,0,1,0,44,0,0,0,0,0,0,0,0,0,0
病院,4646010094,桜島病院,46,〒891－1541,鹿児島県鹿児島市野尻町５９,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,外科,リハビリテーション科,放射線科,眼科,耳鼻咽喉科",0,0,0,55,55,39,39,16,16,162,*,118,*,*,2,2.4,16,0,8,0.7,10,0,6,0.5,2,0,0,0,0,0,3,0,242,0,0,0,0,0,0,0,0,39,0
病院,4646010095,鮫島病院,46,〒892－0846,鹿児島県鹿児島市加治屋町９番８号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"肛門科,外科,消化器内科,麻酔科,内科",60,60,0,0,0,0,0,0,0,106,*,*,0,10,6,1.1,51,0.5,1,0,5,0,0,0,0,0,0,0,2,0,12,0.5,2750,0,0,0,0,0,0,0,0,0,0
病院,4646010097,三宅病院,46,〒891－0141,鹿児島県鹿児島市谷山中央７丁目３番１号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,〇,〇,"内科,リハビリテーション科,放射線科",92,92,0,38,38,38,38,0,0,0,0,0,0,0,9,2.3,60,5.3,11,0.6,21,1.9,27,0,6,0,5,0,0,0,4,2.5,1087,0,10,25,0,0,0,0,0,135,13
病院,4646010100,産科婦人科　のぼり病院,46,〒890－0054,鹿児島県鹿児島市荒田一丁目１３番１３号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"産科,婦人科,麻酔科",40,40,0,0,0,0,0,0,0,463,132,656,381,*,3,1.2,13,4.9,2,0,0,0,0,0,0,0,0,0,0,0,3,4.3,1885,0,0,12,0,19,0,0,0,0,0
病院,4646010104,鹿児島こども病院,46,〒899－2503,鹿児島県日置市伊集院町妙円寺二丁目２０００番６６９,4601,鹿児島,46216,鹿児島県日置市,   ,〇,  ,  ,小児科,40,20,0,0,0,0,0,0,0,7953,104,2447,92,72,5,1.3,28,8.6,0,0,3,0.85,0,0,0,0,0,0,0,0,1,5.6,735,0,0,0,0,0,0,0,0,0,0
病院,4646010105,鹿児島厚生連病院,46,〒890－0062,鹿児島県鹿児島市与次郎一丁目１３番１号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"内科,外科,放射線科,リハビリテーション科,麻酔科,眼科,耳鼻咽喉科,精神科,呼吸器内科,呼吸器外科,病理診断科",184,184,0,0,0,0,0,0,0,308,53,216,137,213,37,3.4,184,18.5,1,2.7,29,8.1,4,0,0,0,0,0,10,0,34,8.5,4443,0,94,48,47,40,0,0,0,43,0
病院,4646010106,鹿児島市医師会病院,46,〒890－0064,鹿児島県鹿児島市鴨池新町７番１号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,〇,〇,"内科,呼吸器内科,消化器内科,循環器内科,外科,消化器外科,婦人科,放射線科,麻酔科,呼吸器外科,病理診断科,リハビリテーション科,",255,231,30,0,0,0,0,0,0,325,159,677,402,574,35,8.3,194,6.4,0,0,29,2.2,16,0,6,0,3,0,11,0,18,4.6,4757,0,184,51,0,69,0,0,0,154,0
病院,4646010107,鹿児島市立病院,46,〒890－8760,鹿児島県鹿児島市上荒田町３７番１号,4601,鹿児島,46201,鹿児島県鹿児島市,〇,〇,  ,  ,"内科,糖尿病内科,脳神経内科,呼吸器内科,リウマチ科,精神科,放射線科,小児外科,整形外科,形成外科,脳神経外科,皮膚科,泌尿器科,産婦人科,眼科,耳鼻咽喉科,歯科,口腔外科,麻酔科,病理診断科,小児科,消化器内科,消化器外科,循環器内科,心臓血管外科,呼吸器外科,乳腺科,救急科,他",568,568,0,0,0,0,0,0,0,2254,879,509,230,6042,222,9.2,583,34.6,1,1.4,48,2.1,12,0,5,0,3,0,43,1.4,56,26.3,20878,11,0,128,14,191,67,0,0,312,0
病院,4646010108,鹿児島赤十字病院,46,〒891－0133,鹿児島県鹿児島市平川町２５４５,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"内科,リウマチ科,整形外科,脳神経外科,放射線科,リハビリテーション科,麻酔科,",120,120,0,0,0,0,0,0,0,165,53,252,104,216,18,2.8,117,1.4,0,0,8,0,9,0,7,0,1,0,15,0,19,1.4,2086,0,66,41,0,14,0,0,0,174,0
病院,4646010109,鹿児島大学病院,46,〒890－0075,鹿児島県鹿児島市桜ケ丘八丁目３５番１号,4601,鹿児島,46201,鹿児島県鹿児島市,〇,  ,〇,  ,"内科,脳神経内科,心療内科,精神科,呼吸器内科,リウマチ科,小児科,外科,整形外科,脳神経外科,呼吸器外科,心臓血管外科,小児外科,皮膚科,泌尿器科,産科,婦人科,眼科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,歯科,口腔外科,病理診断科,他",612,612,0,0,0,0,0,0,0,1258,442,1182,476,2006,473,46.4,708,20.9,0,0,17,20.8,21,0,12,0,4,0,58,0.8,39,17,12194,67,507,253,164,209,25,0,0,330,0
病院,4646010111,社会福祉法人　済生会鹿児島病院,46,〒892－0834,鹿児島県鹿児島市南林寺町１の１１,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,〇,"内科,放射線科",40,40,0,30,30,30,30,0,0,111,34,153,45,61,7,0,38,2.9,3,0.6,12,1,2,0,2,0,0,0,0,0,6,1.7,561,0,0,0,0,0,0,16,0,38,0
病院,4646010112,守屋病院,46,〒899－2502,鹿児島県日置市伊集院町徳重２丁目５番地５,4601,鹿児島,46216,鹿児島県日置市,   ,〇,  ,〇,"内科,外科,整形外科,リハビリテーション科",19,19,0,48,48,48,48,0,0,0,0,0,0,0,2,1.9,19,0,13,0.7,13,0.7,5,0.3,0,0,1,0,0,0,6,0,223,0,0,0,0,0,0,0,0,51,0
病院,4646010114,小田原病院,46,〒892－0844,鹿児島県鹿児島市山之口町８－１,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"消化器内科,内科,外科,整形外科,放射線科,麻酔科,リハビリテーション科,肛門科",44,44,0,55,55,55,55,0,0,70,0,11,0,*,3,1.5,12,5.5,10,1.6,21,2.1,2,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,29,0
病院,4646010115,小田代病院,46,〒890－0054,鹿児島県鹿児島市荒田一丁目２５番６号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"外科,内科,整形外科,リハビリテーション科,リウマチ科,泌尿器科,麻酔科,循環器内科",53,53,0,0,0,0,0,0,0,327,18,444,196,310,3,3.6,32,0.2,7,0.9,15,0,9,0.1,1,0,1,0,1,0,7,0,841,0,15,19,0,0,0,0,0,73,0
病院,4646010122,上山病院,46,〒890－0073,鹿児島県鹿児島市宇宿３丁目１７番６号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,内科,0,0,0,40,40,40,40,0,0,163,10,*,*,*,5,1.4,43,4.9,4,0,19,0,1,0,0,0,0,0,0,0,2,2.5,256,0,0,0,0,0,0,46,0,13,0
病院,4646010125,愛仁会　植村病院,46,〒890－0008,鹿児島県鹿児島市伊敷二丁目１番２号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"内科,外科,麻酔科,心臓血管外科",97,97,0,0,0,0,0,0,0,2846,257,4422,387,843,13,1.2,56,4,10,2,22,1,9,0,0,0,0,0,0,0,11,0,1964,18,114,39,0,0,10,0,0,89,0
病院,4646010126,仁愛会病院,46,〒891－0122,鹿児島県鹿児島市南栄五丁目１０－１９,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,〇,〇,"脳神経内科,内科,リハビリテーション科,放射線科",40,40,0,32,32,32,32,0,0,0,0,0,0,0,5,2,32,1,11,1,4,1,10,2,7,0,4,0,0,0,1,0,201,0,0,0,0,0,0,0,0,0,0
病院,4646010129,新成病院,46,〒890－0055,鹿児島県鹿児島市上荒田町１６－３０,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,外科,肛門科,心臓血管外科,リハビリテーション科,麻酔科,他",28,28,0,37,37,37,37,0,0,0,0,0,0,0,5,1,20,2.1,11,1,13,0.8,2,0,0,0,0,0,0,0,4,0,321,0,0,10,0,0,0,0,0,28,30
病院,4646010130,整形外科　はやしだ病院,46,〒899－2501,鹿児島県日置市伊集院町下谷口２４２３番地,4601,鹿児島,46216,鹿児島県日置市,   ,〇,  ,  ,"整形外科,麻酔科,リハビリテーション科",40,40,0,0,0,0,0,0,0,56,*,*,*,12,2,2.7,23,1.6,1,0.8,2,0.6,13,0,0,0,0,0,2,0,3,1.6,426,0,0,0,0,15,0,0,0,47,0
病院,4646010132,三愛病院,46,〒890－0065,鹿児島県鹿児島市郡元三丁目１４番７号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,〇,  ,"整形外科,リハビリテーション科,リウマチ科,内科,循環器内科,他",52,52,0,60,60,60,60,0,0,66,19,148,32,187,6,3.1,68,0,5,0,19,0,38,0,9,0,2,0,4,0,5,0,1073,0,0,0,0,0,0,0,0,129,0
病院,4646010133,清風病院,46,〒890－0066,鹿児島県鹿児島市真砂町７３番２０号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,消化器内科,放射線科,呼吸器内科,他",0,0,0,40,40,40,40,0,0,13,*,28,17,11,1,1.2,7,1.2,8,0,5,1.2,0,0,0,0,0,0,0,0,0,0.6,129,0,0,0,0,0,0,0,0,0,18
病院,4646010137,川島病院,46,〒891－0141,鹿児島県鹿児島市谷山中央１丁目４１９６番地,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"外科,内科,リハビリテーション科,麻酔科,他",0,0,0,58,58,40,40,18,18,861,0,*,*,*,4,0,7,1.9,7,1.4,13,1.8,4,0,0,0,0,0,0,0,2,0,74,0,0,0,0,0,0,0,0,0,0
病院,4646010140,前田病院,46,〒890－0053,鹿児島県鹿児島市中央町３０番地１１,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,〇,〇,"整形外科,内科,糖尿病内科,リハビリテーション科,他",49,49,23,36,36,36,36,0,0,*,0,*,0,*,2,3,22,0,9,0.5,10,0,13,0,0,0,0,0,0,0,4,0,428,0,0,0,0,0,0,0,0,70,0
病院,4646010141,相良病院,46,〒892－0833,鹿児島県鹿児島市松原町３番３１号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"乳腺科,内科,婦人科,放射線科,麻酔科,形成外科,病理診断科,循環器内科,内分泌科,口腔外科,他",80,80,0,0,0,0,0,0,0,28,*,28,0,14,15,12,82,2,0,0,9,0,1,1,1,0,0,0,10,0,14,2,1911,0,0,21,0,60,0,0,0,17,0
病院,4646010142,総合病院　鹿児島生協病院,46,〒891－0141,鹿児島県鹿児島市谷山中央五丁目２０番１０号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,〇,  ,"内科,呼吸器内科,消化器内科,循環器内科,神経内科,小児科,外科,整形外科,眼科,婦人科,泌尿器科,肛門科,麻酔科,放射線科,リハビリテーション科,リウマチ科,救急科,人工透析,糖尿病内科,内分泌科,アレルギー科,病理診断科,他",266,266,0,40,40,40,40,0,0,8487,490,11395,1093,2724,61,2,241,13.8,8,2.1,25,12.8,22,0,12,0,4,0,12,1.6,20,5.4,7834,0,116,134,0,60,0,12,0,233,0
病院,4646010143,増田整形外科病院,46,〒890－0065,鹿児島県鹿児島市郡元１丁目１番１号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"整形外科,リハビリテーション科,リウマチ科",36,36,36,0,0,0,0,0,0,101,0,0,0,*,3,2,3,8,10,5,0,0,6,0,2,0,0,0,0,0,1,0,166,0,0,0,0,0,0,0,0,21,0
病院,4646010146,大勝病院,46,〒890－0067,鹿児島県鹿児島市真砂本町３－９５,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,〇,〇,リハビリテーション科,93,91,42,167,166,167,166,0,0,95,23,45,16,59,12,2.1,71,1.7,28,0.8,44,1,50,0.5,24,0,10,0,0,0,5,1.5,845,0,0,13,0,0,0,0,0,203,80
病院,4646010150,地域医療・福祉ステーションひまわり病院,46,〒890－0052,鹿児島県鹿児島市上之園町２０番２８号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"リハビリテーション科,整形外科,歯科,小児科,麻酔科,他",32,32,0,0,0,0,0,0,0,*,0,0,0,0,3,2.28,19,0,5,0,1,1.35,13,0.6,12,0,9,0,0,0,1,0,106,0,0,0,0,0,0,0,0,0,0
病院,4646010151,池田病院,46,〒890－0046,鹿児島県鹿児島市西田一丁目４番地１,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"小児科,内科",30,30,30,0,0,0,0,0,0,4031,199,74,56,196,5,2.4,28,1.5,0,1,0,0,0,0,0,0,0,0,0,0,6,1.5,1097,0,0,0,0,0,0,0,0,0,0
病院,4646010160,天辰病院,46,〒891－0175,鹿児島県鹿児島市桜ヶ丘４丁目１番地８,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"外科,消化器内科,眼科,耳鼻咽喉科",39,38,39,0,0,0,0,0,0,180,*,67,*,*,2,1.8,13,3.8,4,0.1,4,0.6,2,0,0,0,0,0,0,0.2,1,2.4,549,0,0,0,0,0,0,0,0,0,0
病院,4646010162,田上記念病院,46,〒890－0033,鹿児島県鹿児島市西別府町１７９９番地,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,〇,〇,"内科,リハビリテーション科,歯科,循環器内科,消化器内科,脳神経内科,皮膚科,呼吸器内科,他",0,0,0,199,159,150,110,49,49,0,0,0,0,0,5,2.67,31,3.6,8,0.4,41,2.1,9,0.7,8,0.2,5,0,0,0,2,0.4,338,0,0,0,0,0,0,0,0,0,0
病院,4646010164,土橋病院,46,〒890－0046,鹿児島県鹿児島市西田一丁目１６の１,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,神経内科,リハビリテーション科,放射線科,心療内科,精神科,アレルギー科,他",20,20,0,0,0,0,0,0,0,107,0,0,0,0,1,2.65,12,1.2,4,0,2,0,0,0,0,0,0,0,0,0,0,1.2,49,0,0,0,0,0,0,0,12,0,0
病院,4646010166,湯田内科病院,46,〒899－2201,鹿児島県日置市東市来町湯田２９９４,4601,鹿児島,46216,鹿児島県日置市,   ,  ,  ,〇,"内科,神経内科,整形外科,リハビリテーション科",50,50,0,60,60,60,60,0,0,1023,13,185,15,79,7,2,41,4.7,11,0.4,21,1.5,10,0,3,0,2,0,0,0,4,1,552,0,0,10,0,0,0,0,0,105,36
病院,4646010172,独立行政法人国立病院機構　鹿児島医療センター,46,〒892－0853,鹿児島県鹿児島市城山町８番１号,4601,鹿児島,46201,鹿児島県鹿児島市,〇,〇,  ,  ,"内科,循環器内科,神経内科,小児科,外科,消化器外科,脳神経外科,心臓血管外科,皮膚科,泌尿器科,婦人科,耳鼻咽喉科,リハビリテーション科,放射線科,麻酔科,口腔外科,病理診断科,眼科,他",410,405,0,0,0,0,0,0,0,530,226,1719,889,1985,76,33.75,455,5.9,0,0.8,0,29.4,7,0,2,0,2,0,25,0.8,45,4.6,10140,31,369,101,64,88,29,0,0,270,0
病院,4646010175,内科　柴田病院,46,〒892－0827,鹿児島県鹿児島市中町１２番１４号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,内科,0,0,0,47,47,47,47,0,0,*,0,0,0,*,2,0,6,0.6,9,2.2,2,0.2,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
病院,4646010179,南鹿児島さくら病院,46,〒890－0069,鹿児島県鹿児島市南郡元町２４番１５号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,〇,〇,"内科,整形外科,リウマチ科,リハビリテーション科,神経内科",0,0,0,80,80,80,80,0,0,0,0,0,0,0,3,2.6,22,0.5,14,0,16,2,23,0,13,0,3,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,86,33
病院,4646010184,博悠会温泉病院,46,〒899－2201,鹿児島県日置市東市来町湯田４６４８番地,4601,鹿児島,46216,鹿児島県日置市,   ,  ,〇,〇,"内科,外科,リハビリテーション科,婦人科,麻酔科",30,30,0,120,120,60,60,60,60,0,0,0,0,0,5,1.2,28,0.9,21,1,55,7.5,11,1,9,0,3,0,0,0,3,0,158,0,0,0,0,0,0,0,0,32,0
病院,4646010188,うすき整形外科病院,46,〒890－0073,鹿児島県鹿児島市宇宿一丁目３２番１号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"整形外科,リハビリテーション科,消化器外科,消化器内科,内科,外科",0,0,0,43,30,43,30,0,0,0,0,0,0,0,1,3.2,7,1.9,9,0.6,6,0.8,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0
病院,4646010195,米盛病院,46,〒890－0062,鹿児島県鹿児島市与次郎一丁目７番１号,4601,鹿児島,46201,鹿児島県鹿児島市,〇,〇,〇,  ,"整形外科,リハビリテーション科,リウマチ科,麻酔科,外科,呼吸器内科,脳神経外科,放射線科,小児科,産婦人科,心臓血管外科,内科,心療内科,救急科,循環器内科,消化器内科,消化器外科,形成外科",506,506,0,0,0,0,0,0,0,2254,328,4015,594,3196,50,12.38,394,15.9,15,0.9,93,0.75,157,3.75,29,0.87,9,0,30,0.8,13,0.4,6248,0,376,96,0,138,19,0,0,868,0
病院,4646010198,豊島病院,46,〒890－0056,鹿児島県鹿児島市下荒田三丁目２７－１,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,〇,  ,"外科,脳神経外科,放射線科,リハビリテーション科,内科,他",60,59,0,0,0,0,0,0,0,67,16,244,155,314,3,2,24,0.5,14,0,19,1,12,0.1,10,0,5,0,0,0,2,0,432,0,10,0,0,0,0,0,0,48,0
病院,4646010202,野上病院,46,〒891－0114,鹿児島県鹿児島市小松原１－４－１,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,消化器内科,外科,心療内科",0,0,0,50,43,26,22,24,21,12,0,0,0,0,3,1,5,1.5,6,1.5,9,2.5,1,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0
病院,4646010205,隆成会病院,46,〒890－0065,鹿児島県鹿児島市郡元二丁目１１番２０号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,循環器内科,リハビリテーション科,他",0,0,0,55,52,55,52,0,0,55,0,*,0,*,2,2.1,5,0,11,1,9,1.6,2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,27,0
病院,4646010206,林内科胃腸科病院,46,〒890－0045,鹿児島県鹿児島市武二丁目３３番８号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,〇,〇,"内科,リハビリテーション科,放射線科,神経内科,",41,41,0,36,36,36,36,0,0,40,*,71,17,*,8,0.6,32,0.9,13,0.3,13,1.1,6,0,3,0.3,2,0,0,0,6,0.8,558,0,0,0,0,0,13,0,0,44,24
病院,4646010207,中央病院,46,〒892－0822,鹿児島県鹿児島市泉町６番７号,4601,鹿児島,46201,鹿児島県鹿児島市,〇,〇,  ,〇,"内科,麻酔科,眼科,外科,心臓血管外科,神経内科,リハビリテーション科,整形外科,放射線科,他",219,219,0,0,0,0,0,0,0,997,220,1734,737,2045,24,4.5,241,0,6,0,31,0,9,0,2,0,2,0,16,0,11,0,5092,0,260,93,0,69,23,56,0,242,0
病院,4646010211,新村病院,46,〒890－0046,鹿児島県鹿児島市西田二丁目２６番２０号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,  ,"泌尿器科,麻酔科,放射線科,婦人科,リハビリテーション科,人工透析",40,40,0,0,0,0,0,0,0,55,0,47,0,12,7,0.7,39,0.7,5,0,10,0,1,0,0,0,0,0,9,0.5,12,0,0,0,0,0,21,14,0,0,0,0,0
病院,4646010212,西田橋有馬病院,46,〒892－0848,鹿児島県鹿児島市平之町１－２７,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,リハビリテーション科",0,0,0,56,56,40,40,16,16,29,0,0,0,0,1,3.1,11,0,12,0.5,18,0,3,0,1,0,1,0,0,0,2,0,69,0,0,0,0,0,0,0,0,26,20
病院,4646010213,日高病院,46,〒892－0847,鹿児島県鹿児島市西千石町８番１３号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,〇,  ,"整形外科,リハビリテーション科,リウマチ科,神経内科,麻酔科,形成外科,他",60,60,0,39,39,39,39,0,0,109,33,50,14,148,4,3.8,59,1,0,0,15,1,25,0,5,0,0,0,3,0,6,1,974,0,0,0,0,0,0,0,0,122,0
病院,4646010214,納病院,46,〒890－0051,鹿児島県鹿児島市高麗町７番１号,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"内科,整形外科,放射線科,リハビリテーション科,呼吸器内科,他",36,36,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,9,0,4,0,3,0,0,0,0,0,0,0,1,0,35,0,0,0,0,0,0,0,0,0,0
病院,4646010215,白坂病院,46,〒890－0053,鹿児島県鹿児島市中央町１３番地の１４,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,  ,〇,"整形外科,外科,内科,放射線科,リハビリテーション科,リウマチ科",41,16,0,38,31,38,31,0,0,103,*,0,0,*,1,2.9,7,3.1,7,1,2,0,5,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,25,0
病院,4646010216,白石病院,46,〒890－0042,鹿児島県鹿児島市薬師一丁目１２－２２,4601,鹿児島,46201,鹿児島県鹿児島市,   ,〇,  ,〇,"内科,呼吸器内科,消化器内科,リハビリテーション科,放射線科,他",40,40,0,90,90,90,90,0,0,0,0,0,0,0,0,0,85,0.8,13,0.8,45,1.3,7,0,0,0,0,0,11,0,4,0.8,921,0,34,22,0,0,0,151,0,105,0
病院,4646010217,米沢病院,46,〒890－0016,鹿児島県鹿児島市新照院町１９－８,4601,鹿児島,46201,鹿児島県鹿児島市,   ,  ,〇,  ,"内科,皮膚科,リハビリテーション科",0,0,0,36,36,36,36,0,0,0,0,0,0,0,2,3,12,3,7,2,4,0,5,0,5,0,2,0,0,0,1,0,126,0,0,0,0,0,0,0,0,59,10
病院,4646010218,本庄病院,46,〒899－2501,鹿児島県日置市伊集院町下谷口１９４２,4601,鹿児島,46216,鹿児島県日置市,   ,〇,  ,〇,"内科,外科,消化器内科,放射線科",26,25,0,54,54,54,54,0,0,130,16,43,27,*,1,1.2,4,0,7,3.2,8,4.9,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,27
病院,4646030002,サザン・リージョン病院,46,〒898－0011,鹿児島県枕崎市緑町２２０,4603,南薩,46204,鹿児島県枕崎市,   ,〇,〇,〇,"外科,内科,糖尿病内科,消化器内科,放射線科,呼吸器内科,肛門科,麻酔科,泌尿器科,リハビリテーション科,脳神経内科,耳鼻咽喉科,婦人科,眼科,歯科,口腔外科,脳神経外科,整形外科,他",81,81,0,50,50,50,50,0,0,563,84,626,218,470,9,7.3,72,0,19,0.5,27,0.6,18,0,9,0.2,3,0,0,0,9,0,1692,0,18,25,0,0,0,0,0,75,0
病院,4646030005,伊藤記念病院,46,〒891－0304,鹿児島県指宿市東方３６７,4603,南薩,46210,鹿児島県指宿市,   ,  ,  ,〇,"内科,神経内科,皮膚科,泌尿器科,リハビリテーション科,他",0,0,0,43,43,43,43,0,0,90,*,122,0,18,1,1.3,8,0.7,4,0,7,3.5,4,0,2,0,0,0,0,0,1,0,84,0,0,0,0,0,0,0,0,58,0
病院,4646030007,久木田整形外科病院,46,〒898－0004,鹿児島県枕崎市港町１１３,4603,南薩,46204,鹿児島県枕崎市,   ,〇,  ,  ,"整形外科,リハビリテーション科,リウマチ科",50,50,0,0,0,0,0,0,0,139,18,113,28,104,3,1,11,0.5,15,0,5,1.2,3,0,0,0,0,0,0,0,1,0,416,0,0,0,0,15,0,0,0,69,0
病院,4646030008,小原病院,46,〒898－0003,鹿児島県枕崎市折口町１０９,4603,南薩,46204,鹿児島県枕崎市,   ,〇,〇,  ,"外科,整形外科,脳神経外科,内科,呼吸器外科,婦人科,放射線科,リハビリテーション科,肛門科,神経内科,泌尿器科,麻酔科",118,118,0,0,0,0,0,0,0,627,93,534,146,634,7,5.8,62,6,12,4.2,21,8.1,20,0,11,2.2,7,0,2,0,9,1.7,1816,0,49,16,0,0,0,0,0,118,0
病院,4646030011,南薩ケアほすぴたる,46,〒897－0215,鹿児島県南九州市川辺町平山５８６０番地,4603,南薩,46223,鹿児島県南九州市,   ,〇,  ,〇,"内科,神経内科,リハビリテーション科,他",24,24,0,126,126,99,99,27,27,0,0,0,0,40,6,1.9,32,3.6,25,3.4,37,0,7,0,4,0,2,0,0,0,4,0.5,430,0,0,13,0,0,0,0,0,133,52
病院,4646030012,南さつま中央病院,46,〒897－0006,鹿児島県南さつま市加世田本町３７番地４,4603,南薩,46220,鹿児島県南さつま市,   ,〇,  ,  ,"内科,外科,婦人科,麻酔科",30,30,0,0,0,0,0,0,0,32,15,34,19,31,2,2,12,1.9,9,0.5,6,0,0,0,1,0,0,0,0,0,4,1.9,314,0,0,0,0,0,0,0,0,0,0
病院,4646030013,園田病院,46,〒898－0031,鹿児島県枕崎市緑町２１９番地,4603,南薩,46204,鹿児島県枕崎市,   ,〇,  ,  ,眼科,28,28,0,0,0,0,0,0,0,19,0,22,0,0,2,1.4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,266,0,0,0,0,0,0,0,0,0,0
